run,family,n_stability_assays,mean_weight,mean_true_rho
Qwen3-14B|direct_only|s0,CNN_RNN,66,1.9848484848484849,0.4771920938705528
Qwen3-8B|conflict_cot|s0,MSA_Potts,66,8.833333333333334,0.483493037235829
Qwen3-8B|conflict_cot|s0,Evo_Conservation,66,8.575757575757576,0.5516651345729797
Qwen3-8B|conflict_cot|s0,MSA_Conditioned,66,8.93939393939394,0.5271902920517699
Qwen3-8B|conflict_cot|s0,ESM_Masked,66,7.4393939393939394,0.5334805021349315
Qwen3-8B|conflict_cot|s0,AR_PLM,66,4.818181818181818,0.4204061195510093
Qwen3-8B|conflict_cot|s0,xTrimoPGLM,66,5.46969696969697,0.4631967887438625
Qwen3-8B|conflict_cot|s0,Inverse_Folding,66,4.575757575757576,0.6179778485307221
Qwen3-8B|conflict_cot|s0,Struct_PLM,66,9.075757575757576,0.6394981453822643
Qwen3-8B|conflict_cot|s0,Struct_MSA_Hybrid,66,8.954545454545455,0.6377977832558466
Qwen3-8B|conflict_cot|s0,CNN_RNN,66,4.863636363636363,0.4771920938705528
Qwen3-8B|cot_only|s0,MSA_Potts,66,9.227272727272727,0.483493037235829
Qwen3-8B|cot_only|s0,Evo_Conservation,66,8.075757575757576,0.5516651345729797
Qwen3-8B|cot_only|s0,MSA_Conditioned,66,8.0,0.5271902920517699
Qwen3-8B|cot_only|s0,ESM_Masked,66,6.409090909090909,0.5334805021349315
Qwen3-8B|cot_only|s0,AR_PLM,66,5.621212121212121,0.4204061195510093
Qwen3-8B|cot_only|s0,xTrimoPGLM,66,5.121212121212121,0.4631967887438625
Qwen3-8B|cot_only|s0,Inverse_Folding,66,4.5606060606060606,0.6179778485307221
Qwen3-8B|cot_only|s0,Struct_PLM,66,4.757575757575758,0.6394981453822643
Qwen3-8B|cot_only|s0,Struct_MSA_Hybrid,66,6.818181818181818,0.6377977832558466
Qwen3-8B|cot_only|s0,CNN_RNN,66,1.878787878787879,0.4771920938705528
Qwen3-8B|direct_only|s0,MSA_Potts,66,8.954545454545455,0.483493037235829
Qwen3-8B|direct_only|s0,Evo_Conservation,66,7.515151515151516,0.5516651345729797
Qwen3-8B|direct_only|s0,MSA_Conditioned,66,7.484848484848484,0.5271902920517699
Qwen3-8B|direct_only|s0,ESM_Masked,66,9.666666666666666,0.5334805021349315
Qwen3-8B|direct_only|s0,AR_PLM,66,5.96969696969697,0.4204061195510093
Qwen3-8B|direct_only|s0,xTrimoPGLM,66,4.96969696969697,0.4631967887438625
Qwen3-8B|direct_only|s0,Inverse_Folding,66,7.893939393939394,0.6179778485307221
Qwen3-8B|direct_only|s0,Struct_PLM,66,6.878787878787879,0.6394981453822643
Qwen3-8B|direct_only|s0,Struct_MSA_Hybrid,66,8.636363636363637,0.6377977832558466
Qwen3-8B|direct_only|s0,CNN_RNN,66,2.5606060606060606,0.4771920938705528
